|input_text|target_text
897|source target factuality: U.S. Attorney Denise E. O'Donnell declined to discuss what federal charges were being pursued, but she said that in a case like this, potential charges would be abortion-related violence, the use of a firearm in an act of violence, crossing state lines to commit a crime, and, if the suspect's act was tied to an organization, violation of the so-called RICO statutes, which prohibit an organized criminal enterprise.|"U.S. Attorney Denise E. O'Donnell [declined|true] to [discuss|false] what federal charges were being [pursued|true], but she [said|true] that in a case like this, potential charges would be abortion-related violence, the use of a firearm in an act of violence, [crossing|unknown] state lines to [commit|unknown] a crime, and, if the suspect's act was [tied|unknown] to an organization, violation of the so-called RICO statutes, which [prohibit|true] an organized criminal enterprise."
898|source target factuality: Slepian, 52, and the father of four boys, was shot to death at 10 p.m. as he stood chatting with his wife in the kitchen of their home in an affluent enclave in Amherst, which is the largest Buffalo suburb.|"Slepian, 52, and the father of four boys, was [shot|true] to death at 10 p.m. as he [stood|true] [chatting|true] with his wife in the kitchen of their home in an affluent enclave in Amherst, which [is|true] the largest Buffalo suburb."
899|source target factuality: Federal law enforcement officials said Wednesday that they had concluded that James Kopp, an impassioned and nomadic opponent of abortion, fired the shots that killed a Buffalo, N.Y., abortion-clinic doctor last October.|"Federal law enforcement officials [said|true] Wednesday that they had concluded that James Kopp, an impassioned and nomadic opponent of abortion, fired the shots that [killed|true] a Buffalo, N.Y., abortion-clinic doctor last October."
900|source target factuality: Based on physical evidence _ including a rifle found in April month buried near the doctor's house and a match between fibers found near the murder and others found in Kopp's car _ officials said they had decided to issue a warrant for his arrest in the killing of Dr. Barnett Slepian.|"Based on physical evidence _ including a rifle found in April month buried near the doctor's house and a match between fibers found near the murder and others found in Kopp's car _ officials [said|true] they had decided to issue a warrant for his arrest in the [killing|true][found|true] in April month [buried|true] near the doctor's house and a match between fibers [found|true][match|true] between fibers found near the murder and others [found|true] in Kopp's car _ officials said they had decided to issue a warrant for his arrest in the killing of Dr. Barnett Slepian."
901|source target factuality: Kopp, a fugitive, has until now been described only as a material witness and a nationwide warrant had been issued so that he could be held for questioning.|"Kopp, a fugitive, has until now been [described|true] only as a material witness and a nationwide warrant had been [issued|true] so that he could be [held|unknown] for [questioning|unknown]."
902|"source target factuality: There was no official confirmation of the decision to upgrade the warrant, but Denise O'Donnell, the U.S. attorney for the Western District of New York in Buffalo, has scheduled a news conference Thursday to announce a ""major development"" in the Slepian murder investigation."|"There [was|false] no official confirmation of the [decision|true] to [upgrade|unknown] the warrant, but Denise O'Donnell, the U.S. attorney for the Western District of New York in Buffalo, has [scheduled|true] a news [conference|true] Thursday to [announce|true] a ""major development"" in the Slepian murder investigation."
903|source target factuality: Erie County District Attorney Frank Clark, Bernard Tolbert, the special FBI agent in charge of the Buffalo office, and other investigators will also be there.|"Erie County District Attorney Frank Clark, Bernard Tolbert, the special FBI agent in charge of the Buffalo office, and other investigators will also [be|true] there."
904|source target factuality: Since there is no federal homicide statute as such, the federal officials said Kopp could be charged under the recent Freedom of Access to Clinic Entrances Act, which provides for a sentence of up to life imprisonment for someone convicted of physical assaults or threats against abortion providers.|"Since there [is|false] no federal homicide statute as such, the federal officials [said|true] Kopp could be charged under the recent Freedom of Access to Clinic Entrances Act, which [provides|true] for a [sentence|unknown] of up to life imprisonment for someone [convicted|unknown] of physical [assaults|unknown] or [threats|unknown] against abortion providers."
905|source target factuality: If Kopp were also indicted and convicted on state murder charges, he could face the death penalty.|"If Kopp were also [indicted|unknown] and [convicted|unknown] on state murder charges, he could [face|unknown] the death penalty."
906|source target factuality: Slepian, a 52-year-old obstetrician and gynecologist who was the mainstay of Buffalo's only abortion clinic, was shot to death on the night of Oct. 23 as he stood in the kitchen of his home in suburban Amherst, N.Y. chatting with his wife and one of his four sons.|"Slepian, a 52-year-old obstetrician and gynecologist who [was|true] the mainstay of Buffalo's only abortion clinic, was [shot|true] to death on the night of Oct. 23 as he [stood|true] in the kitchen of his home in suburban Amherst, N.Y. [chatting|true] with his wife and one of his four sons."
907|source target factuality: No weapon was recovered in the first police searches of the area around Slepian's home.|"No weapon was [recovered|false] in the first police searches of the area around Slepian's home."
908|source target factuality: But on April 8, investigators, wondering how the assailant could have emerged from the woods without fearing he would be seen carrying a rifle, searched the site of the shooting once more and unearthed a rifle buried one foot below ground 200 feet behind the Slepian home.|"But on April 8, investigators, [wondering|true] how the assailant could have [emerged|unknown] from the woods without [fearing|unknown] he would be [seen|unknown] [carrying|unknown] a rifle, [searched|true] the site of the [shooting|true] once more and [unearthed|true] a rifle [buried|true] one foot below ground 200 feet behind the Slepian home."
909|source target factuality: Clark, the Erie district attorney, said afterwards that investigators think the doctor's killer buried the rifle in the days before the shooting, unearthed the weapon to fire the fatal shots, then hurriedly reburied it and fled.|"Clark, the Erie district attorney, [said|true] afterwards that investigators think the doctor's killer buried the rifle in the days before the [shooting|true], unearthed the weapon to fire the fatal shots, then hurriedly reburied it and fled."
910|source target factuality: The 44-year-old Kopp, who in FBI photographs appears as gaunt and scruffily bearded and whose last known addresses were in Vermont and New Jersey, emerged as the focus of the investigation within two weeks of the slaying.|"The 44-year-old Kopp, who in FBI photographs [appears|true] as gaunt and scruffily bearded and whose last known addresses [were|true] in Vermont and New Jersey, [emerged|true] as the focus of the investigation within two weeks of the [slaying|true]."
911|source target factuality: A jogger observed Kopp's car at 6 a.m. near Slepian's home 10 days before the murder, and, curious why a stranger would be parked there so early, wrote down the license plate number.|"A jogger [observed|true] Kopp's car at 6 a.m. near Slepian's home 10 days before the [murder|true], and, [curious|true] why a stranger would be [parked|true] there so early, [wrote|true] down the license plate number."
912|source target factuality: Former savings and loan chief, Charles Keating, is facing more legal troubles in California.|"Former savings and loan chief, Charles Keating, is facing more legal [troubles|true][facing|true] more legal troubles in California."
913|source target factuality: A federal appeals court has reinstated his state convictions for securities fraud.|"A federal appeals court has reinstated his state [convictions|true] for securities [fraud|unknown][reinstated|true] his state convictions for securities fraud."
914|source target factuality: NPR's Elaine Corey has more from San Francisco.|"NPR's Elaine Corey [has|true] more from San Francisco."
915|source target factuality: In nineteen ninety-one Charles Keating was convicted in state court of helping to defraud thousands of investors who bought high risk junk bonds sold by Keating's employees at Lincoln savings and loan.|"In nineteen ninety-one Charles Keating was convicted in state court of helping to defraud thousands of investors who bought high risk junk bonds [sold|true][convicted|true] in state court of [helping|unknown] to [defraud|unknown] thousands of investors who [bought|true] high risk junk bonds sold by Keating's employees at Lincoln savings and loan."
916|source target factuality: The bonds became worthless when the bankrupt thrift was seized by government regulators.|"The bonds [became|true] worthless when the bankrupt thrift was [seized|true][bankrupt|true] thrift was seized by government regulators."
917|source target factuality: Keating's convictions were thrown out in nineteen ninety-six on a technicality.|"Keating's convictions were [thrown|true][convictions|true] were thrown out in nineteen ninety-six on a technicality."
918|source target factuality: And on that basis Keating was released from prison before he was eligible for parole.|"And on that basis Keating was [released|true] from prison before he was [eligible|false] for [parole|unknown]."
919|source target factuality: Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before.|"Now the ninth US circuit court of appeals has [ruled|true] that the original [appeal|true] was flawed since it brought up issues that had not been [raised|false] before."
920|source target factuality: That means the convictions stand, a ruling likely to send Keating's lawyers back to state court where they must start over with a new appeal.|"That means the [convictions|true] stand, a ruling likely to send Keating's lawyers back to state court where they must [start|unknown] over with a new [appeal|unknown][ruling|true][means|true] the convictions [stand|true], a ruling likely to [send|possibly true] Keating's lawyers back to state court where they must start over with a new appeal."
921|source target factuality: Now for today's geography quiz.|"Now for today's geography [quiz|true]."
922|source target factuality: We're off in search of an ancient and exotic city.|"We're [off|true] in [search|true] of an ancient and exotic city."
923|source target factuality: An officially sanctioned one, too.|"An officially [sanctioned|true] one, too."
924|source target factuality: UNESCO declared it a protected site for its beauty and its historical significance.|"UNESCO declared it a [protected|true][declared|true] it a protected site for its beauty and its historical significance."
925|source target factuality: The city could have used some special protection in nineteen seventy-nine when the Soviet Union invaded Afghanistan.|"The city could have used some special protection in nineteen seventy-nine when the Soviet Union [invaded|true][used|false] some special [protection|false] in nineteen seventy-nine when the Soviet Union invaded Afghanistan."
926|source target factuality: Most of the city's monuments were destroyed, including a magnificent tiled mosque, which dominated the skyline for centuries.|"Most of the city's monuments were [destroyed|true], including a magnificent tiled mosque, which [dominated|true] the skyline for centuries."
927|source target factuality: Some families have kept their glass working secrets for more than two thousand years.|"Some families have [kept|true] their glass working secrets for more than two thousand years."
928|source target factuality: Even though this city is in Afghanistan, most people here speak a dialect of the Persian language, and have long standing cultural ties with neighboring Iran.|"Even though this city is in Afghanistan, most people here speak a dialect of the Persian language, and have long standing cultural [ties|true][speak|true] a dialect of the Persian language, and [have|true] long standing cultural ties with neighboring Iran."
929|source target factuality: Think you got it?|"[Think|unknown] you got it?"
930|source target factuality: Well, frankly, I do n't , but the answer is coming up in just a few minutes.|"Well, frankly, I do n't , but the [answer|true] is [coming|true] up in just a few minutes."
931|source target factuality: The US is bolstering its military presence in the gulf, as President Clinton discussed the Iraq crisis with the one ally who has backed his threat of force, British prime minister Tony Blair.|"The US is [bolstering|true] its military presence in the gulf, as President Clinton [discussed|true] the Iraq [crisis|true] with the one ally who has [backed|true] his [threat|true] of force, British prime minister Tony Blair."
932|source target factuality: President Clinton rolled out the red carpet for prime minister Blair, welcoming him not only as a close ally, but a close friend.|"President Clinton [rolled|true] out the red carpet for prime minister Blair, [welcoming|true] him not only as a close ally, but a close friend."
933|source target factuality: Posing for photographers with Clinton, Blair pledged to stand united with the president against Iraq, warning Saddam Hussein that the threat of force is real.|"Posing for photographers with Clinton, Blair pledged to [stand|unknown] united with the president against Iraq, [warning|true][Posing|true] for photographers with Clinton, Blair [pledged|true] to stand united with the president against Iraq, warning Saddam Hussein that the threat of force is real."
934|source target factuality: The British aircraft carrier invincible is now patrolling the Persian Gulf alongside three US vessels.|"The British aircraft carrier invincible is now [patrolling|true] the Persian Gulf alongside three US vessels."
935|source target factuality: Washington and London are virtually alone in warning Iraq of military strikes if it does n't back down on the weapons inspection issue.|"Washington and London are virtually alone in [warning|true] Iraq of military strikes if it does n't [back|unknown][alone|true] in warning Iraq of military strikes if it does n't back down on the weapons inspection issue."
936|source target factuality: President Clinton says he and Blair will stand together not just on Iraq but also on arresting the terrorists suspected of blowing up Pan Am flight one oh three over Scotland.|"President Clinton [says|true] he and Blair will stand together not just on Iraq but also on [arresting|unknown] the terrorists [suspected|true] of [blowing|possibly true] up Pan Am flight one oh three over Scotland."
937|source target factuality: Thousands of people in Germany have been demonstrating today against the high level of unemployment in the country.|"Thousands of people in Germany have been [demonstrating|true] today against the high [level|true] of unemployment in the country."
938|source target factuality: Latest figures show a sharp rise, with nearly five million Germans out of work.|"Latest figures show a sharp [rise|true], with nearly five million Germans out of work."
939|source target factuality: Chanting Helmut Kohl must go the unemployed took to the streets of the German capital, Berlin, mirroring protests around the country.|"Chanting Helmut Kohl must go the unemployed took to the streets of the German capital, Berlin, mirroring [protests|true][mirroring|true][Chanting|true] Helmut Kohl must [go|unknown] the unemployed [took|true] to the streets of the German capital, Berlin, mirroring protests around the country."
940|source target factuality: Joblessness is now at its highest level in Germany since the second world war.|"Joblessness is now at its highest level in Germany since the second world [war|true][at|true] its highest level in Germany since the second world war."
941|source target factuality: With the general election due this September, record figures could n't have come at a worst time for Chancellor Kohl.|"With the general [election|true] due this September, record figures could n't have [come|true] at a worst time for Chancellor Kohl."
942|source target factuality: His promise to half unemployment by the year two thousand has now been abandoned.|"His [promise|true] to [half|unknown] unemployment by the year two thousand has now been [abandoned|true]."
943|source target factuality: And the German electorate appears increasingly eager to dispense with the services of Europe's longest serving leader.|"And the German electorate appears increasingly eager to [dispense|unknown][eager|possibly true] to dispense with the services of Europe's longest serving leader."
944|source target factuality: Officials in California are warning residents that oncoming rains will cause dangerous and unpredictable landslides.|"Officials in California are [warning|true] residents that oncoming rains will cause dangerous and unpredictable landslides."
945|source target factuality: From member station KQED, Auncil Martinez reports.|"From member station KQED, Auncil Martinez [reports|true]."
946|source target factuality: Experts say the ground is so saturated it cannot absorb any more water.|"Experts [say|true] the ground is so saturated it cannot absorb any more water."
947|source target factuality: So that means soil will fall off in chunks and destroy anything in its path.|"So that means soil will fall off in chunks and [destroy|true][fall|true][means|true] soil will fall off in chunks and destroy anything in its path."
948|source target factuality: In Los Angeles that lesson was brought home today when tons of earth cascaded down a hillside, ripping two houses from their foundations.|"In Los Angeles that lesson was brought home today when tons of earth [cascaded|true] down a hillside, [ripping|true] two houses from their foundations."
949|source target factuality: No one was hurt, but firefighters ordered the evacuation of nearby homes and said they'll monitor the shifting ground.|"No one was [hurt|false], but firefighters [ordered|true] the evacuation of nearby homes and [said|true][evacuation|true] of nearby homes and said they'll monitor the shifting ground."
950|source target factuality: In the northern California town of Rio Nido, officials say a football field sized slab of hillside could still break loose at any time and destroy an entire neighborhood.|"In the northern California town of Rio Nido, officials [say|true] a football field sized slab of hillside could still break loose at any time and destroy an entire neighborhood."
951|source target factuality: And in San Francisco, a mansion overlooking the Pacific Ocean and the Golden Gate Bridge is slipping toward the sea.|"And in San Francisco, a mansion overlooking the Pacific Ocean and the Golden Gate Bridge is [slipping|true] toward the sea."
952|source target factuality: Forecasters say the picture will get worse because more rains are on the way.|"Forecasters [say|true] the picture will get worse because more rains are on the way."
953|source target factuality: For NPR news, I'm Auncil Martinez reporting.|"For NPR news, I'm Auncil Martinez [reporting|true]."
954|source target factuality: The British government has formally called for Sinn Fein, the IRA's political wing, to be expelled from the multiparty peace talks on northern Ireland.|"The British government has formally [called|true] for Sinn Fein, the IRA's political wing, to be [expelled|unknown] from the multiparty peace [talks|true] on northern Ireland."
955|source target factuality: The move had been widely expected after northern Ireland police said they believe the IRA was behind two killings in Belfast last week.|"The [move|true] had been widely [expected|true] after northern Ireland police [said|true] they believe the IRA was behind two killings in Belfast last week."
956|source target factuality: Sinn Fein chairman Mitchell McLaughlin says the party will challenge the move by legal means if they have to.|"Sinn Fein chairman Mitchell McLaughlin says the party will challenge the [move|true][says|true] the party will challenge the move by legal means if they have to."
957|source target factuality: We 're going to fight it.|"We 're going to [fight|true] it."
958|source target factuality: And uh we 've already challenged , very strongly, the uh the terms in which this has been presented.|"And uh we 've already challenged , very strongly, the uh the terms in which this has been [presented|true][terms|true][challenged|true] , very strongly, the uh the terms in which this has been presented."
959|source target factuality: But we 're challenging it on the ground that uh the RUC uh have offered an opinion, and this opinion is going to be used as a mechanism for ejecting us from the talks, and uh that's a very serious.|"But we 're [challenging|true] it on the ground that uh the RUC uh have [offered|true] an opinion, and this opinion is going to be [used|true] as a mechanism for [ejecting|unknown] us from the [talks|true], and uh that's a very serious."
960|source target factuality: Any decision to expel Sinn Fein must be agreed jointly by the governments of both Britain and the Irish Republic.|"Any decision to [expel|unknown] Sinn Fein must be [agreed|unknown][decision|unknown] to expel Sinn Fein must be agreed jointly by the governments of both Britain and the Irish Republic."
961|source target factuality: Tomorrow the board of supervisors of Loudon county, Virginia, will vote on whether a school now located in Mount Vernon can relocate to their county.|"Tomorrow the board of supervisors of Loudon county, Virginia, will [vote|true] on whether a school now [located|true] in Mount Vernon can [relocate|unknown] to their county."
962|source target factuality: In some respects, that's typical county business, but tomorrow's vote has international implications.|"In some respects, that's typical county business, but tomorrow's vote has international [implications|true][vote|true] has international implications."
963|source target factuality: The board will decide whether the Islamic Saudi Academy, funded by the government of Saudi Arabia, can move to Ashburn village, Virginia.|"The board will [decide|true] whether the Islamic Saudi Academy, [funded|true] by the government of Saudi Arabia, can [move|unknown] to Ashburn village, Virginia."
964|source target factuality: But local residents have not exactly laid out the red carpet for their would be neighbors.|"But local residents have not exactly [laid|false] out the red carpet for their would be neighbors."
965|source target factuality: The school says it teaches the children to be good Muslims and good students.|"The school [says|true] it teaches the children to be good Muslims and good students."
966|source target factuality: They're learning a civics lesson from the residents of Loudon county.|"They're [learning|true] a civics lesson from the residents of Loudon county."
967|source target factuality: The Islamic Saudi Academy has twelve hundred mostly American students but would take thirty-five hundred if it had the room.|"The Islamic Saudi Academy [has|true] twelve hundred mostly American students but would [take|unknown] thirty-five hundred if it [had|unknown] the room."
968|source target factuality: The academy bought a hundred acres in Loudon county, Virginia, and asked for permission to build a fifty million dollar campus.|"The academy [bought|true] a hundred acres in Loudon county, Virginia, and [asked|true] for [permission|unknown] to [build|unknown] a fifty million dollar campus."
969|source target factuality: In the nearby suburban housing tracts, someone dropped off leaflets warning the school could bring thousands of Middle Eastern strangers and terrorists.|"In the nearby suburban housing tracts, someone [dropped|true] off leaflets [warning|true] the school could bring thousands of Middle Eastern strangers and terrorists."
970|source target factuality: Some residents of the mostly white, mostly middle class area became alarmed.|"Some residents of the mostly white, mostly middle class area [became|true] alarmed."
971|source target factuality: James Zogby of the Arab American Institute says it's a familiar story.|"James Zogby of the Arab American Institute [says|true] it's a familiar story."
972|source target factuality: There is, a- at a very deep level in our culture, um I think, a sense of, of ignorance about Islam, a fear about who Muslims are and what they're doing.|"There is, a- at a very deep level in our culture, um I [think|true], a sense of, of ignorance about Islam, a fear about who Muslims are and what they're doing."
973|source target factuality: Many local residents denounced the bigotry, but opposition to the school then shifted.|"Many local residents denounced the [bigotry|true][denounced|true] the bigotry, but [opposition|true] to the school then [shifted|true]."
974|source target factuality: Now critics of the academy are targeting its owner, the Saudi government.|"Now critics of the academy are [targeting|true] its owner, the Saudi government."
975|source target factuality: Pastor James Allmen of the fellowship church and school in Ashburn has led the anti-Saudi campaign.|"Pastor James Allmen of the fellowship church and school in Ashburn has [led|true] the anti-Saudi [campaign|true]."
976|source target factuality: James Allmen says he has no problem with a privately funded academy, but he has a big problem with a Saudi funded school.|"James Allmen [says|true] he has no problem with a privately funded academy, but he has a big problem with a Saudi funded school."
977|source target factuality: At a public hearing on the Islamic Saudi Academy's application, the split in county opinion was obvious, supporters of the academy, including Ann Robinson, said the Saudis were just providing a service and it was unfair to penalize children.|"At a public [hearing|true] on the Islamic Saudi Academy's application, the [split|true] in county opinion was obvious, supporters of the academy, including Ann Robinson, [said|true] the Saudis were just providing a service and it was unfair to [penalize|unknown] children."
978|source target factuality: We do not further the purpose of human rights in the world by violating the human rights under our own constitution.|"We do not [further|false] the purpose of human rights in the world by [violating|unknown] the human rights under our own constitution."
979|source target factuality: But opponents said the school might be a target for terrorist attacks, complained about its tax exempt status, and wondered why the Saudis are not compelled to allow Christians to worship in their country.|"But opponents said the school might be a target for terrorist attacks, complained about its tax exempt [status|true][said|true] the school might be a target for terrorist attacks, [complained|true] about its tax exempt status, and [wondered|true] why the Saudis are not [compelled|false] to [allow|false] Christians to worship in their country."
980|source target factuality: Virginia Welch delivered this message to the county board of supervisors.|"Virginia Welch [delivered|true] this message to the county board of supervisors."
981|source target factuality: I urge you to do the right thing and send a message to the Saudis that the citizens of Loudon county embrace religious and human freedom.|"I urge you to do the right thing and send a message to the Saudis that the citizens of Loudon county [embrace|unknown][urge|true] you to [do|unknown] the right thing and [send|unknown] a message to the Saudis that the citizens of Loudon county embrace religious and human freedom."
982|source target factuality: Loudon county officials say they'll rule on the application based only on land use issues and ignore all the other objections.|"Loudon county officials [say|true] they'll rule on the application [based|unknown] only on land use issues and ignore all the other [objections|true]."
983|source target factuality: What's really behind those objections, some say, is Loudon county's collision with a new reality in America that the country is changing religiously as surely as it is racially and ethnically.|"What's really behind those [objections|true], some [say|true], is Loudon county's [collision|unknown] with a new reality in America that the country is [changing|unknown] religiously as surely as it is racially and ethnically."
984|source target factuality: According to the Arab American institute, Islam will one day be the second largest religion in the country.|"[According|true] to the Arab American institute, Islam will one day be the second largest religion in the country."
985|source target factuality: More heavy gunfire in the Serbian province of Kosovo.|"More heavy [gunfire|true] in the Serbian province of Kosovo."
986|source target factuality: It's the second day of an offensive by the security forces against villages populated by ethnic Albanians.|"It's the second day of an [offensive|true] by the security forces against villages populated by ethnic Albanians."
987|source target factuality: BBC correspondent Karyn Coleman reports from Kosovo.|"BBC correspondent Karyn Coleman [reports|true] from Kosovo."
988|source target factuality: There were more accounts of people fleeing from the villages near where the offensive was taking place.|"There were more accounts of people fleeing from the villages near where the [offensive|true][accounts|true] of people fleeing from the villages near where the offensive was [taking|true] place."
989|source target factuality: They were too afraid to stay, fearing the forces may also move their operations further afield.|"They were too [afraid|true] to stay, fearing the forces may also move their [operations|true][stay|false], [fearing|true] the forces may also move their operations further afield."
990|source target factuality: By mid afternoon, official Serb sources were saying the operation was over, but that has not yet been confirmed from Belgrade, the capital of Serbia, which is where the whole attack is thought to have been planned.|"By mid afternoon, official Serb sources were [saying|true] the operation was over, but that has not yet been [confirmed|false] from Belgrade, the capital of Serbia, which is where the whole attack is [thought|true] to have been [planned|possibly true][attack|true][operation|true] was over, but that has not yet been confirmed from Belgrade, the capital of Serbia, which is where the whole attack is thought to have been planned."
991|source target factuality: The ethnic Albanians here in Kosovo are considerably worried about the future and fear they are witnessing the beginnings of a much wider conflict.|"The ethnic Albanians here in Kosovo are considerably [worried|true] about the future and [fear|true] they are witnessing the beginnings of a much wider conflict."
992|source target factuality: One of President Bush's sons has informed White House Chief of Staff John Sununu that he has lost much of his support among Republicans, prompting an intense effort by Sununu to hold on to his job by demonstrating his GOP backing, White House and Republican sources said Monday.|"One of President Bush's sons has informed White House Chief of Staff John Sununu that he has lost much of his support among Republicans, prompting an intense effort by Sununu to hold on to his job by demonstrating his GOP backing, White House and Republican sources [said|true][hold|unknown] on to his job by demonstrating his GOP backing, White House and Republican sources said Monday."
993|source target factuality: Sununu was told Wednesday by Bush's son, George, that he had alienated members of the Cabinet, the White House staff and the Republican political community, creating a situation that puts his effectiveness in significant doubt, the sources said.|"Sununu was told Wednesday by Bush's son, George, that he had alienated members of the Cabinet, the White House staff and the Republican political community, creating a situation that puts his effectiveness in significant doubt, the sources [said|true]."
994|source target factuality: The message to the chief of staff was meant to be taken as a suggestion that Sununu offer to resign, one highly placed source said.|"The [message|true] to the chief of staff was meant to be [taken|unknown] as a suggestion that Sununu offer to [resign|unknown], one highly placed source [said|true]."
995|source target factuality: Instead, Sununu sought to prove to the president that his supporters outnumber his critics and that he should remain in his post.|"Instead, Sununu sought to [prove|unknown] to the president that his supporters outnumber his critics and that he should [remain|unknown][sought|true] to prove to the president that his supporters outnumber his critics and that he should remain in his post."
996|"source target factuality: One senior official Monday described the White House as ""a collection of small groups of aides holding their breaths,"" waiting to see whether Sununu survives."|"One senior official Monday [described|true] the White House as ""a collection of small groups of aides holding their breaths,"" waiting to [see|unknown] whether Sununu [survives|unknown]."
997|"source target factuality: One GOP source, reporting on a call from the chief of staff to a Republican leader, said Sununu lamented that ""the noose is tightening around my neck, and I need your help."""|"One GOP source, [reporting|true] on a call from the chief of staff to a Republican leader, [said|true] Sununu lamented that ""the noose is tightening around my neck, and I need your [help|unknown][call|true] from the chief of staff to a Republican leader, said Sununu lamented that ""the noose is tightening around my neck, and I need your help."""
998|source target factuality: Another highly placed source said the president's son met with Sununu last week after holding a series of conversations about the structure of the White House staff and of the campaign with other Bush loyalists and GOP activists.|"Another highly placed source [said|true] the president's son met with Sununu last week after holding a series of conversations about the structure of the White House staff and of the campaign with other Bush loyalists and GOP activists."
999|"source target factuality: The source said the younger Bush ""sketched out for Sununu"" problems the president is encountering because of the chief of staff's tenure."|"The source [said|true] the younger Bush ""sketched out for Sununu"" problems the president is encountering because of the chief of staff's tenure."
1000|"source target factuality: ""He was told . . . the handwriting was on the wall,"" the source said Monday."|"""He was told . . . the handwriting was on the wall,"" the source [said|true] Monday."
1001|source target factuality: That, the source said, was when Sununu started calling congressional Republicans and asking them to tell Bush that the conservative wing of the party, in particular, would object if he were fired.|"That, the source said, was when Sununu started calling congressional Republicans and asking them to tell Bush that the conservative wing of the party, in particular, would object if he were [fired|unknown][said|true], was when Sununu started calling congressional Republicans and asking them to [tell|unknown] Bush that the conservative wing of the party, in particular, would [object|unknown] if he were fired."
1002|source target factuality: Officials said the president himself met with Sununu Sunday.|"Officials [said|true] the president himself met with Sununu Sunday."
1003|source target factuality: A source said the outcome of that session was unclear.|"A source [said|true] the outcome of that [session|true] was unclear."
1004|source target factuality: Nigerian security forces clashed in Lagos with anti-government demonstrators who were protesting calls for military leader Sani Abacha to run for president.|"Nigerian security forces [clashed|true] in Lagos with anti-government demonstrators who were [protesting|true] calls for military leader Sani Abacha to [run|unknown] for president."
1005|source target factuality: Meanwhile, as VOA West Africa Correspondent Purnell Murdock reports, General Abacha's supporters began a two day rally in the capital, Abuja, to urge him to compete in this year's election.|"Meanwhile, as VOA West Africa Correspondent Purnell Murdock [reports|true], General Abacha's supporters began a two day rally in the capital, Abuja, to urge him to [compete|unknown] in this year's election."
1006|source target factuality: Nigeria state radio says thousands of people began gathering in the capital Abuja early Tuesday for the two day rally supporting General Sani Abacha's candidacy.|"Nigeria state radio says thousands of people began gathering in the capital Abuja early Tuesday for the two day [rally|true] [supporting|true] General Sani Abacha's [candidacy|true][says|true] thousands of people began gathering in the capital Abuja early Tuesday for the two day rally supporting General Sani Abacha's candidacy."
1007|source target factuality: Organizers state the two days of music, dancing, and speeches is expected to draw some two million people.|"Organizers [state|true] the two days of music, dancing, and speeches is expected to draw some two million people."
1008|source target factuality: But as supporters of the military leader gathered in the north, riot police deployed in Nigeria's southern commercial capital Lagos, to break up a protest rally called by the political opposition.|"But as supporters of the military leader [gathered|true] in the north, riot police [deployed|true] in Nigeria's southern commercial capital Lagos, to [break|unknown] up a protest [rally|true] [called|true] by the political opposition."
1009|source target factuality: Although General Abacha had not publicly announced his candidacy, many people believe an Abacha presidency is a foregone conclusion.|"Although General Abacha had not publicly [announced|false] his [candidacy|unknown], many people [believe|true] an Abacha presidency is a foregone conclusion."
1010|source target factuality: Some analysts say the outcome of a face off between the police and anti Abacha political groups will be a test of the opposition's resolve.|"Some analysts [say|true] the outcome of a face off between the police and anti Abacha political groups will be a test of the opposition's resolve."
1011|source target factuality: While the expansion of the Internet has been a blessing for researchers, students and the just plain curious, the new opportunities mentioned by Mr. Gates are also being used by some rather unsavory characters.|"While the expansion of the Internet has been a blessing for researchers, students and the just plain curious, the new [opportunities|true][expansion|true] of the Internet has been a [blessing|true] for researchers, students and the just plain curious, the new opportunities [mentioned|true] by Mr. Gates are also being [used|true] by some rather unsavory characters."
1012|source target factuality: A new report says there has been a dramatic rise in the growth of hate groups in the United States over the past year.|"A new report says there has been a dramatic rise in the [growth|true][says|true] there has been a dramatic rise in the growth of hate groups in the United States over the past year."
1013|source target factuality: And many of them are using the Internet to spread their messages of racial superiority.|"And many of them are [using|true] the Internet to [spread|true] their messages of racial superiority."
1014|source target factuality: The Southern Poverty Law Center, a civil rights monitoring group based in Montgomery, Alabama, has long monitored such groups as the Ku Klux Klan.|"The Southern Poverty Law Center, a civil rights monitoring group based in Montgomery, Alabama, has long [monitored|true] such groups as the Ku Klux Klan."
1015|source target factuality: More recently it has followed the growth of the militia movement and church groups that preach a message of white supremacy and anti-semitism.|"More recently it has followed the [growth|true][followed|true] the growth of the militia movement and church groups that preach a message of white supremacy and anti-semitism."
1016|source target factuality: The new study written by Mark Potach, who edits the Southern Poverty Law Center's Intelligence Report, warns that such groups grew rapidly last year, mostly by recruiting younger members.|"The new study written by Mark Potach, who edits the Southern Poverty Law Center's Intelligence Report, [warns|true] that such groups [grew|true] rapidly last year, mostly by [recruiting|true] younger members."
1017|source target factuality: Mr. Potach says the growth is surprising since membership in hate groups usually declines during periods of economic prosperity.|"Mr. Potach says the [growth|true][says|true] the growth is surprising since membership in hate groups usually declines during periods of economic prosperity."
1018|source target factuality: We in fact have seen hate group numbers dropping through the nineties, uh but this year they jumped up uh twenty percent, quite a dramatic rise.|"We in fact have [seen|true] hate group numbers dropping through the nineties, uh but this year they [jumped|true] up uh twenty percent, quite a dramatic [rise|true]."
